College Name,Location,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Mode,Course Duration,Course Description,Eligibility Criteria,Selection Process,Entrance Exam,Total Seats
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Photonics at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Photonics is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,"The applicant must have a bachelor's degree in engineering or science (4 year program) with marks/CPI not below the specified minimum (As specified in PG manual) A valid GATE score is required for admission to the M. Tech program in the case of regular candidates (non-sponsored/non-project candidates). The requirement of GATE score is waived for the B.Tech candidates, graduated from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech. MSc (Physics) and MSc (Electronics) students are eligible to apply for MTech in photonics stream with valid GATE.",Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Structural Engineering Part Time at IIT Kanpur Offline Course,N/A,Part time,36 Months,Master of Technology in Structural Engineering is three years (6 Semester) part-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Aerial Systems Engineering at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Aerial Systems Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,Ph.D Humanities and Social Sciences at IIT Kanpur Offline Course,N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) is an offered Full-time three/six-year Doctoral program and it is offered by the IIT, Kanpur. Ph.D. program shall be for a minimum duration of three years, including course work and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned.",(i) A master's degree in the relevant subject or a bachelor's degree in engineering or science (4 year programme) or a master's degree in sciences or in an allied field of HSS with marks/CPI not below the specified minimum.(ii) The candidate either must have a valid GATE score or must have qualified JRF/NET. The requirement of GATE/JRF/NET is waived for candidates having a master's degree in science/arts from IITs with a minimum CPI of 8.0.,N/A,N/A,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,Ph.D Management at IIT Kanpur Offline Course,N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) is an offered Full-time three/six-year Doctoral program and it is offered by the IIT, Kanpur. Ph.D. program shall be for a minimum duration of three years, including course work and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned.","(i) A Master’s degree in management or relevant disciplines in Engineering / technology with marks / CPI not below the specified minimum.ora Bachelor's degree in Engineering or Science (4-year programme) with a minimum of 75 percent marks/7.5 CPI.ora Master's degree in Science/arts/commerce/chartered accountancy while satisfying each of the following three criteria:(a) a minimum of 65 percent marks/6.5 CPI in the Master's degree,(b) first division in bachelor's degree, and(c) JRF/95 percentile or higher in GATE/CAT/GMAT/NET or any other national level examination.(ii) A valid GATE score is required for the candidates with a bachelor’s degree in Engineering, except in the case of candidates with Bachelor’s degree in Engineering from the centrally funded Technical Institutes (CFTIs). The candidates with Master’s degree in Science/arts/commerce must either have a valid GATE/CAT/GMAT score or must have qualified for/in JRF/NET.",N/A,N/A,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,Ph.D Chemical Engineering at IIT Kanpur Offline Course,N/A,Full time,72 Months,"Doctor of Philosophy (Ph.D.) is an offered Full-time three/six-year Doctoral program and it is offered by the IIT, Kanpur. Ph.D. program shall be for a minimum duration of three years, including course work and a maximum of six years. Extension beyond the above limits will be governed by the relevant clauses as stipulated in the Statute/Ordinance of the individual Institution concerned.","A master's degree in engineering with marks/CPI not below the specified minimum.OR,A bachelor's degree in engineering or science (4 year programme) with a minimum of 75 percent marks/7.5 CPI and a valid GATE score (the requirement of GATE score is waived for candidates with bachelor's degree in engineering from the centrally funded technical institutes (CFTIs)).OR,A master's degree in science or an allied area while satisfying each of the following three criteria: (a) a minimum of 65 percent marks/6.5 CPI in the master's degree, (b) first division in bachelor's degree, and (c) JRF/95 percentile or higher in GATE score.A valid GATE score is required for the candidates with a bachelor’s degree in Engineering/Design/Architecture, except in the case of candidates with bachelor’s degree in Engineering from the centrally funded Technical Institutes (CFTIs). The candidates with master’s degree in science must either have a valid GATE score or must have qualified for/in JRF/NET.","Admission to the PhD programme is generally made in both the semesters in a year, i.e., July and December. Selection is done through a written test followed by interview. Industries and research organizations may also sponsor a candidate for admission to the PhD program.",N/A,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Geotechnical Engineering Part Time at IIT Kanpur Offline Course,N/A,Part time,36 Months,Master of Technology in IGeotechnical Engineering is three years (6 Semester) part-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,N/A,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Hydraulics and Water Resources Engineering at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Hydraulics and Water Resources Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,"Bachelors degree in Civil/Agriculture
Engineering. The candidates must have taken at least one mathematics course at the
undergraduate level.",Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Materials Science at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Materials Science is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Cognitive Systems at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Cognitive Systems is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Chemical Engineering at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Chemical Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Civil Engineering at IIT Kanpur Offline Course,General₹ 37.93 K,Full time,24 Months,Master of Technology in Civil Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kanpur - Indian Institute of Technology Kanpur,N/A,4.4/5,161 Reviews,NIRF Ranking: 5,https://www.careers360.com/university/indian-institute-of-technology-kanpur,M.Tech Aerospace Engineering at IIT Kanpur Offline Course,N/A,Full time,24 Months,Master of Technology in Aerospace Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Indian Institute of Technology Kanpur.,A bachelor's degree in engineering or science (4 year programme) or a master's degree in science with marks/CPI not below the specified minimum.A valid GATE score is required for admission to the M.Tech. programme in the case of regular (non-sponsored) candidates. The requirement of GATE score is waived off for the candidates with the B.Tech/B.S (Four Year) degree from IITs with a minimum overall CPI of 6.5 and a minimum CPI of 8.0 in the last two years in B.Tech/B.S (Four Year).,Through Graduate Aptitude Test in Engineering (GATE). The examination is usually announced in the month of August and held in February across the country. Sponsored candidates from the industries as well as research organizations with appropriate experience need not have qualified GATE.,GATE,N/A
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Metallurgical and Materials Engineering at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Metallurgical and Materials Engineering is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,67
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Mechanical Systems Design at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Mechanical Systems Design is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,54
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech City Planning at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in City Planning is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,52
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Computer Science and Data Processing at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Computer Science and Data Processing is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,41
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Infrastructure Design and Management at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Infrastructure Design and Management is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,40
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Food Process Engineering at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Food Process Engineering is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,38
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Materials Science and Engineering at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Materials Science and Engineering is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,38
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Earth System Science and Technology at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Earth System Science and Technology is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,38
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech Microelectronics and VLSI Design at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in Microelectronics and VLSI Design is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,38
IIT Kharagpur - Indian Institute of Technology Kharagpur,N/A,4.7/5,326 Reviews,NIRF Ranking: 6,https://www.careers360.com/university/indian-institute-of-technology-kharagpur,M.Tech RF and Microwave Engineering at IIT Kharagpur Offline Course,General₹ 45.85 K,Full time,24 Months,Master of Technology (M.Tech) in RF and Microwave Engineering is a two-year (4 semesters) full-time postgraduate program offered at the Indian Institute of Technology Kharagpur.,The program is open to candidates of all categories with a Bachelor's Degree in Engineering/Technology/Architecture/M.Sc or equivalent professional degrees (AMIE etc.) and having valid GATE score.Make sure that your GATE marks are above the cut-off marks of your category and GATE paper.For institutes awarding degree based on aggregate marks secured in all years of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale)For institutes awarding degree based on aggregate marks secured in the final two semesters or final year of the qualifying degree:       (a) GE/OBC/EWS: Min. of 60% marks (or a CGPA of 6.5 on a 10 point scale)       (b) SC/ST/PwD: Min. of 55% marks (or a CGPA of 6.0 on a 10 point scale).,"The admission will be based on either GATE Score only or GATE Score (70 % weightage) and a personal interview (30 % weightage). The personal interview will be held to test the following: (a) Motivation and aptitude for the Programme (b) Suitability for the department/center (c) Skills in basic science, engineering, and relevant areas. The personal interview will be conducted at IIT Kharagpur only.Important Note: For specializations where admission is based on both GATE score and interview, a candidate who fails to appear for the personal interview will not be considered for admission in that specialization.",GATE,34
