College Name,Location,Fees,Rating,Reviews,NIRF Ranking,College URL,Course Title,Total Fees,Course Duration,Eligibility Criteria
"BHU Varanasi - Banaras Hindu University, Varanasi",N/A,N/A,4.4/5,507 Reviews,NIRF Ranking: 11,https://www.careers360.com/university/banaras-hindu-university-varanasi/bsc-agriculture-hons-course,B.Sc Agriculture Hons at BHU Varanasi Offline Course,General₹ 80.00 K,DURATION 48 Months,"A candidate shall be eligible for admission to B.Sc. (Hons.) Ag., if he/she has passed 10+2/Intermediate examination in agriculture or in Science (with Physics, Chemistry and Mathematics/Biology) or any other equivalent examination recognized by the University securing at least 50% marks in aggregate. For Scheduled Caste/Scheduled Tribe candidates, the eligibility will be as per the University rules."
IIT Hyderabad - Indian Institute of Technology Hyderabad,N/A,N/A,4.6/5,28 Reviews,NIRF Ranking: 12,https://www.careers360.com/university/indian-institute-of-technology-hyderabad/btech-computer-science-and-engineering-course,B.Tech Computer Science and Engineering at IIT Hyderabad Offline Course,General₹ 9.08 L,DURATION 48 Months,"The final examination of the 10+2 system, conducted by a Central or State Board recognized by the Association of Indian Universities (AIU).intermediate or two-year Pre-University examination conducted by a Board or University recognized by the Association of Indian Universities.Final examination of the two-year course of the Joint Services Wing of the National Defence Academy.Senior Secondary School Examination conducted by the National Institute of Open Schooling with a minimum of five subjects.Any Public School, Board or University examination in India or in a foreign country recognized as equivalent to the 10+2 system by the AIU.H.S.C. vocational examination.A Diploma recognized by the All India Council for Technical Education (AICTE) or a State Board of Technical Education of at least 3 years duration.General Certificate Education (GCE) examination (London, Cambridge or Sri Lanka) at the Advanced (A) level.High School Certificate Examination of the Cambridge University or International Baccalaureate Diploma of the International Baccalaureate Office, Geneva.Candidates who have completed Class XII (or equivalent) examination outside India or from a Board not specified above should produce a certificate from the AIU to the effect that the examination they have passed is equivalent to the Class XII examination.In case the Class XII examination is not a public examination, the candidate must have passed at least one public (Board or Pre-University) examination earlier."
"JMI New Delhi - Jamia Millia Islamia, New Delhi",N/A,N/A,4.5/5,405 Reviews,NIRF Ranking: 13,https://www.careers360.com/university/jamia-millia-islamia-new-delhi/btech-civil-engineering-course,B.Tech Civil Engineering at JMI New Delhi Offline Course,General₹ 64.60 K,DURATION 48 Months,"Sr. Sec. School Certificate (10+2) / Intermediate or its equivalent of a recognized Board with Physics, Chemistry and Mathematics as their main subjects, with not less than 55% marks in PCM.Diploma in Engineering recognized by AICTE or a state board of technical education of 3 or 4-year duration with not less than 55% marks. Age Limit: The age of the candidate should not be less than 17 years on 1st October of the year of admission."
"Manipal Academy of Higher Education (MAHE) - Manipal Academy of Higher Education, Manipal",N/A,N/A,4.5/5,31 Reviews,NIRF Ranking: 14,https://www.careers360.com/colleges/manipal-institute-of-technology-manipal/btech-computer-science-and-engineering-course,B.Tech Computer Science and Engineering at MIT Manipal Offline Course,General₹ 19.48 L,DURATION 48 Months,"Indian Boards - Pass in 10+2 or equivalent with Physics, Mathematics and English as compulsory subjects along with Chemistry / Biotechnology / Biology / any technical vocational subject* as optional, from a recognized Board, with minimum 50 % aggregate marks taken together in Physics, Mathematics and any one of the optional subjectsA level -Physics, Mathematics and Chemistry / Biotechnology / Biology / Computer Science or any technical vocational subject* as optional subject in the ‘A’ Levels and English in the ‘AS’ / IGCSE / GCSE Minimum grade required is an average of ‘D’ grade in Physics, Mathematics and any one of the optional subjectsIB -English, Physics, Mathematics and Chemistry / Biotechnology / Biology / Computer Science or any technical vocational subject* as optional subject (preferably Mathematics and Physics at HL level) IB Diploma or IB Certificate with minimum average of 4 points for Physics, Mathematics and any optional subject* with overall minimum of 24 points Minimum 3 subjects in HL and 3 subjects in SL"
"DU Delhi - University of Delhi, Delhi",N/A,N/A,4.2/5,280 Reviews,NIRF Ranking: 15,https://www.careers360.com/colleges/lady-irwin-college-new-delhi/bsc-home-science-course,B.Sc Home Science at Lady Irwin College Offline Course,General₹ 1.41 L,DURATION 48 Months,"Candidates seeking admission to First year B.Sc. Home Science should have passed Senior School Certificate Examination (12- year course) of the Central Board of Secondary Education, New Delhi / Indian School Certificate (12-year course) or an Examination recognized as equivalent thereto with at least 50% marks, in the aggregate with the following subjects:English plus 3 papers from Science, Home Science, Commerce or Social Sciences streams.Fine Art, Music, Dance, Physical Education will not be considered. Vocational streams will not be eligible.It is essential to have cleared English."
"AMU Aligarh - Aligarh Muslim University, Aligarh",N/A,N/A,4.7/5,417 Reviews,NIRF Ranking: 16,https://www.careers360.com/colleges/zakir-husain-college-of-engineering-and-technology-aligarh-muslim-university-aligarh/btech-mechanical-engineering-course,B.Tech Mechanical Engineering at ZHCET Aligarh Offline Course,N/A,DURATION 48 Months,"Senior  Secondary School Certificate Examination of this University or an equivalent examination with at least 50% marks in aggregate of English, Physics, Chemistry and Mathematics. ORDiploma in Engineering of this University with at least  50% marks in aggregate."
"Jadavpur University, Kolkata",N/A,N/A,4.6/5,231 Reviews,NIRF Ranking: 17,https://www.careers360.com/university/jadavpur-university-kolkata/be-civil-engineering-course,"BE Civil Engineering at Jadavpur University, Kolkata Offline Course",N/A,DURATION 48 Months,"Candidates who have passed the Higher Secondary (10+2) Examination in
General Stream of West Bengal Council of Higher Secondary Education or any other
equivalent examination of a University/Board with Physics, Chemistry, Mathematics and
English are eligible for provisional admission to the First Year Class of the aforesaid
Undergraduate Engg/Tech/Arch/ Pharm courses."
"Amrita Vishwa Vidyapeetham, Coimbatore",N/A,N/A,4.3/5,121 Reviews,NIRF Ranking: 18,https://www.careers360.com/colleges/amrita-school-of-engineering-coimbatore/btech-computer-science-and-engineering-course,"B.Tech Computer Science and Engineering at Amrita School of Engineering, Coimbatore Offline Course",General₹ 24.00 L,DURATION 48 Months,"A pass in 10 + 2 (Class XII) or its equivalent examination with minimum 60% aggregate of marks in Mathematics, Physics and Chemistry and with not less than 55% individually in each of these three subjects."
"VIT Vellore - Vellore Institute of Technology, Vellore",N/A,N/A,4.4/5,798 Reviews,NIRF Ranking: 19,https://www.careers360.com/colleges/vellore-institute-of-technology-chennai-campus/btech-computer-science-and-engineering-course,B.Tech Computer Science and Engineering at VIT Chennai Offline Course,General₹ 7.80 L,DURATION 48 Months,"NationalityThe applicant for VITEEE should be a Resident / Non-Resident Indian National / OCI / PIO Holder. NRI applicants can directly apply under 'NRI Category' through NRI application form. (Will be available shortly) Foreign applicants who studied/studying abroad can apply directly through the International application form.(Will be available shortly)Age LimitCandidates whose date of birth falls on or after 1st July 2003 are eligible to apply for VITEEE-2025.Candidates who fail to produce this certificate in original as proof of their age at the time of counselling, shall stand disqualified.The date of birth as recorded in the High School / SSC / X Certificate will be considered authentic.Applicants should produce this certificate in original as proof of their age at the time of counselling/admission, failing which their candidacy for admission will be disqualified.Qualifying ExaminationCandidates appearing for the VITEEE-2025 should have either completed or shall be appearing in 2025, in any one of the following qualifying examinations:The final examination of the 10+2 system, conducted by any recognized Central/ State Board, such as the Central Board of Secondary Education, New Delhi; Council for the Indian School Certificate Examinations or any other Board accepted by VIT as equivalent to 10+2 examination.Intermediate or two-year Pre-University Examination conducted by a recognized Board/ University.General Certificate Education (GCE) examination (London/Cambridge/Sri Lanka) at the Advanced (A) level.High School Certificate Examination of the Cambridge University or International Baccalaureate Diploma of the International Baccalaureate Office, Geneva. (Physics & Mathematics - HL, Chemistry - SL).Senior Secondary School Examination conducted by the National Institute of Open Schooling with minimum of 5 subjects as recognized by central board.Applicants who have completed the Class 12 (or equivalent) examination outside India should produce an equivalence certificate to the effect that the examination they have passed is equivalent to the Class 12 Examination with grade/CGPA converted to percentage.Candidates who have studied in Regular, Full Time and Formal Education are alone eligible to apply. Candidates who have appeared for multiple board examinations in the same academic year are not eligible.For Indian nationals attending VITEEE 2025 is mandatory to be eligible for B.Tech. admission.In case VITEEE 2025 gets cancelled due to natural calamities or causes beyond the control of the institute, qualifying criteria may be substituted with higher secondary marks. Applicants shall be informed accordingly."
"SRM University Chennai - SRM Institute of Science and Technology, Chennai",N/A,N/A,4.3/5,737 Reviews,NIRF Ranking: 21,https://www.careers360.com/university/srm-institute-of-science-and-technology-chennai/btech-electronics-and-communication-engineering-course,B.Tech Electronics and Communication Engineering at SRM University Chennai Offline Course,General₹ 11.00 L,DURATION 48 Months,"Minimum 50% aggregate in PCM(i) Passed in Higher secondary examination (10+2 pattern ) or appearing in Higher Secondary examination in the current academic year with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subject/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies as major subjects in regular stream from any state board within India, CBSE, ISCE, Matriculation, or NIOSNote: Students who have completed +2 under NIOS must have completed the 10th standard from regular schooling or vice-versa. (source)(ii) GCE A-level or International Baccalaureate(IB) diploma or IB certificate with Physics and Mathematics as compulsory subjects along with one of the Chemistry/ Biotechnology/ Biology/ Technical Vocational subject/ Computer Science/ Information Technology/ Informatics Practices/ Agriculture/ Engineering Graphics/ Business Studies as major subjects (equivalent to Advanced Placement level in each subject) in any International schools within India."
"BITS Pilani - Birla Institute of Technology and Science, Pilani",N/A,N/A,4.5/5,266 Reviews,NIRF Ranking: 23,https://www.careers360.com/university/birla-institute-of-technology-and-science-pilani/bpharma-hons-course,B.Pharma Hons at BITS Pilani Offline Course,General₹ 22.32 L,DURATION 48 Months,"For admission in B.Pharm. candidates should have passed the 12th class examination of 10+2 system from a recognized Central or State board or its equivalent with Physics, Chemistry, and Mathematics and adequate proficiency in English. The candidate should have obtained a minimum of aggregate 75% marks in Physics, Chemistry and Mathematics subjects (if he/she has taken Mathematics in BITSAT) or a minimum of aggregate 75% marks in Physics, Chemistry and Biology subjects (if he/she has taken Biology in BITSAT) in 12th class examination, with at least 60% marks in each of the Physics, Chemistry, and Mathematics / Biology subjects."
"Siksha 'O' Anusandhan, Bhubaneswar",N/A,N/A,4.1/5,151 Reviews,NIRF Ranking: 24,https://www.careers360.com/university/siksha-o-anusandhan-bhubaneswar/btech-computer-science-and-engineering-course,"B.Tech Computer Science and Engineering at Siksha 'O' Anusandhan, Bhubaneswar Offline Course",General₹ 11.40 L,DURATION 48 Months,A Candidate must have Passed or appeared at 10+2 or equivalent examination with Physics and Mathematics as compulsory subjects along with one of the following subjects: Chemistry / Computer Science / Information Technology /Biotechnology / Biology / Informatics / Statistics / Technical Vocational subject or any other subject as approved by an appropriate authority with at least 45% marks (40% in case of SC / ST / OBC category).
"University of Hyderabad - University of Hyderabad, Hyderabad",N/A,N/A,4.8/5,37 Reviews,NIRF Ranking: 25,https://www.careers360.com/university/university-of-hyderabad-hyderabad/msc-mathematics-course,M.Sc Mathematics at University of Hyderabad Offline Course,General₹ 20.02 K,DURATION 24 Months,A candidate must have passed with the Bachelor’s degree with a minimum of 60% marks in the aggregate of optional subjects with Mathematics/ Statistics as one of the subjects; OR with at least 55% of marks for those students who have done B.A. /B.Sc. (Hons) course in Maths / Statistics from any recognized university.
"Calcutta University - University of Calcutta, Kolkata",N/A,N/A,4.2/5,57 Reviews,NIRF Ranking: 26,https://www.careers360.com/colleges/bangabasi-college-kolkata/bsc-course,"B.Sc at Bangabasi College, Kolkata Offline Course",N/A,DURATION 36 Months,"A person, who has passed Higher Secondary/Intermediate (10+2) with science stream or any other examination recognized as equivalent thereto, shall be eligible for the course."
"Homi Bhabha National Institute, Mumbai",N/A,N/A,N/A,N/A,NIRF Ranking: 27,https://www.careers360.com/colleges/tata-memorial-hospital-mumbai/mch-surgical-oncology-course,"M.Ch Surgical Oncology at Tata Memorial Hospital, Mumbai Offline Course",N/A,DURATION 36 Months,Candidates must possess a recognized degree of M.S. (or its equivalent recognized degree) in the subjects shown against them.
"KIIT University - Kalinga Institute of Industrial Technology, Bhubaneswar",N/A,N/A,4.3/5,567 Reviews,NIRF Ranking: 28,https://www.careers360.com/university/kalinga-institute-of-industrial-technology-bhubaneswar/btech-computer-science-and-engineering-course,B.Tech Computer Science and Engineering at KIIT University Offline Course,General₹ 18.35 L,DURATION 48 Months,"Candidates applying for B.Tech(4 Years) Course should fulfill the following criteria.Candidates who have passed 10+2 examination in 2023, 2024 or appearing in 10+2 examination in 2025 are only eligible to apply for B.Tech (4 Years) course of the University.Should have studied in regular full time formal education in their schooling/college.Pass in 10 +2 or its equivalent with at least 60% marks in Physics, Chemistry and Mathematics taken together.B.Tech & M.Tech Biotechnology. Pass in 10+2 or equivalent with at least 60% marks in Physics, Chemistry and Mathematics/Biology taken together.Should have born on or after 01.07.2004.For B.Tech.-LE (3 years):Pass in three years diploma course in Engineering with at least 60% marks in aggregate from State Council of Technical Education of any state."
IIT Gandhinagar (IIT GN) - Indian Institute of Technology Gandhinagar,N/A,N/A,4.4/5,21 Reviews,NIRF Ranking: 29,https://www.careers360.com/university/indian-institute-of-technology-gandhinagar/msc-chemistry-course,M.Sc Chemistry at IIT Gandhinagar (IIT GN) Offline Course,N/A,DURATION 24 Months,BSc students from select colleges who will graduate in 2022 or have graduated in 2021 and are among the top 5 rank holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from General/EWS/OBC OR top 10 rank holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from SC/ST categories are eligible to apply.BTech students from NITs and select colleges who will graduate in 2022 or have graduated in 2021 and are among the top 5 rank holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from General/EWS/OBC OR top 10 rand holders in the departments at the end of their pre-final year ( at the end of their final year for 2021 graduates) for candidates from SC/ST categories are eligible to apply.BTech students from IITs who will graduate in 2022 or have graduated in 2021 with a CPI/CGPA of not less than 6.0 at the end of their 3rd year and 4th year respectively are eligible to apply.
IIT BHU - Indian Institute of Technology Banaras Hindu University Varanasi,N/A,N/A,4.6/5,161 Reviews,NIRF Ranking: 30,https://www.careers360.com/university/indian-institute-of-technology-banaras-hindu-university-varanasi/btech-chemical-engineering-course,B.Tech Chemical Engineering at IIT BHU Offline Course,General₹ 8.58 L,DURATION 48 Months,"The candidates should satisfy at least one of the following two criteria for admission to IITs:(1) Must have secured at least 75% aggregate marks in the Class XII (or equivalent) Board examination. The aggregate marks for SC, ST, and PwD candidates should be at least 65%. Physics, Chemistry, and Mathematics are required as compulsory subjects in Class XII (or equivalent) Board examination in 2019 or 2020.(2) Must be within the category-wise top 20 percentile of successful candidates in their respective Class XII (or equivalent) board examination in 2019 or 2020 with Physics, Chemistry, and Mathematics as compulsory subjects.The percentile calculation will be done for the required subjects in a single academic year only. Therefore, candidates appearing for improvement in Board examinations can EITHER appear in one or more subjects and secure 75% aggregate marks (65% for SC, ST, and PwD) after improvement, OR, appear for improvement in ALL subjects to be in top 20 percentile of the corresponding academic year.The marks scored in the following five subjects will be considered for calculating the aggregate marks and the cut-off marks for fulfilling the top 20 percentile criterion.i. Physicsii. Chemistryiii. Mathematicsiv. A language (if the candidate has taken more than one language, then the language with the higher marks will be considered)v. Any subject other than the above four (the subject with the highest marks will be considered)."
NIT Trichy - National Institute of Technology Tiruchirappalli,N/A,N/A,4.4/5,305 Reviews,NIRF Ranking: 31,https://www.careers360.com/university/national-institute-of-technology-tiruchirappalli/btech-computer-science-and-engineering-course,B.Tech Computer Science and Engineering at NIT Trichy Offline Course,General₹ 6.30 L,DURATION 48 Months,"Candidate should have secured at least 75% marks in the 12th class examination, or be in the top 20 percentile in the 12th class examination conducted by the respective Boards. For SC / ST candidates the qualifying marks would be 65% in the 12th class examination.  Required Criteria based on Class 12th / Equivalent qualifying Examination - Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry / Biotechnology / Biology / Technical Vocational subject. Direct Admission Of Students Abroad- Applicant must have passed the qualifying examination, i.e. Senior Secondary (10+2) or equivalent from any system of education as recognized by the Association of Indian Universities (www.aiuweb.org).andApplicant should have completed successfully Mathematics, Physics and one of the subjects from (Chemistry, Bio-technology, Computer Science, Biology) in 11th and / or 12, as applicable in the respective boardsandApplicant must have secured a minimum of at least 60% aggregate marks (average of all subjects of qualifying examination taken together) or 6.50 CGPA (on a 10 point scale) or equivalent in the qualifying examination. In case, CGPA on a different scale is awarded OR if only grades are awarded, percentage / CGPA equivalence provided by the principal examination authorities will only be considered. Applicants should have a minimum total valid score of 1440 in SAT Subject Tests (Subjects: Mathematics Level 2, Physics and Chemistry).Residential RequirementApplicants must be Foreign Nationals / Persons of Indian Origin / Overseas Citizen of India who have completed the qualifying examination in any country (including India)ORIndian Nationals studying abroad.In case of Indian Nationals, they must have completed the 11th and 12th standard or equivalent from outside India."
